url,status,inlinks,title,title_len,meta_len,h1_count,word_count,canonical_self,meta_robots,x_robots,internal_links,images_no_alt,jsonld_types,js_shell_suspect
https://www.oneminuteiman.xyz,200,0,Find a duʿā for how you feel · verified from Qurʾan and hadith,62,171,1,702,True,"index, follow",,23,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/,200,120,Find a duʿā for how you feel · verified from Qurʾan and hadith,62,171,1,702,True,"index, follow",,23,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/browse,200,183,"Browse every duʿā, verse and hadith by feeling · One Minute Iman",64,162,1,568,True,"index, follow",,49,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran,200,193,The Qurʾan · all 114 surahs with translation and tafsir · One Minute Iman,73,150,1,1154,True,"index, follow",,120,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/hadith,200,122,"Hadith collections · Bukhārī, Muslim and the Sunan · One Minute Iman",68,114,1,340,True,"index, follow",,22,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/authenticity,200,242,How every entry is verified · One Minute Iman,45,169,1,602,True,"index, follow",,6,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/s/sadness,200,1,Duʿā for sadness · One Minute Iman,34,151,1,6409,True,"index, follow",,123,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/anxiety,200,1,Duʿā for anxiety and worry · One Minute Iman,44,152,1,6719,True,"index, follow",,129,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/fear,200,1,Duʿā for fear · One Minute Iman,31,157,1,7770,True,"index, follow",,146,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/anger,200,1,Duʿā for anger · One Minute Iman,32,148,1,3451,True,"index, follow",,69,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/loneliness,200,1,Duʿā for loneliness · One Minute Iman,37,155,1,4885,True,"index, follow",,94,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/despair,200,1,Duʿā for hopelessness · One Minute Iman,39,157,1,4514,True,"index, follow",,83,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/overwhelm,200,1,Duʿā for feeling overwhelmed · One Minute Iman,46,157,1,3785,True,"index, follow",,73,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/gratitude,200,1,Duʿā for joy and gratitude · One Minute Iman,44,155,1,10951,True,"index, follow",,217,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/envy,200,1,Duʿā for envy and comparison · One Minute Iman,46,153,1,2489,True,"index, follow",,51,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/shame,200,1,Duʿā for shame and guilt · One Minute Iman,42,153,1,5974,True,"index, follow",,110,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/distress,200,1,Duʿā for severe distress · One Minute Iman,42,157,1,3670,True,"index, follow",,74,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/illness,200,1,Duʿā for being ill · One Minute Iman,36,153,1,5841,True,"index, follow",,120,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/someone-ill,200,1,Duʿā for someone you love is ill · One Minute Iman,50,151,1,1042,True,"index, follow",,28,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/death,200,1,Duʿā for losing someone · One Minute Iman,41,155,1,8764,True,"index, follow",,176,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/debt,200,1,Duʿā for debt · One Minute Iman,31,143,1,2062,True,"index, follow",,45,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/poverty,200,1,Duʿā for money and provision · One Minute Iman,46,158,1,8166,True,"index, follow",,163,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/oppression,200,1,Duʿā for being wronged · One Minute Iman,40,155,1,4051,True,"index, follow",,81,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/enemy,200,1,Duʿā for someone means you harm · One Minute Iman,49,155,1,3590,True,"index, follow",,69,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/failure,200,1,Duʿā for when it did not work out · One Minute Iman,51,148,1,1633,True,"index, follow",,34,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/marriage,200,1,Duʿā for marriage and spouse · One Minute Iman,46,155,1,8880,True,"index, follow",,186,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/children,200,1,Duʿā for children · One Minute Iman,35,156,1,9256,True,"index, follow",,194,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/parents,200,1,Duʿā for parents and family · One Minute Iman,45,158,1,7365,True,"index, follow",,146,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/reconcile,200,1,Duʿā for conflict with someone · One Minute Iman,48,148,1,4741,True,"index, follow",,92,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/knowledge,200,1,Duʿā for study and exams · One Minute Iman,42,154,1,5032,True,"index, follow",,98,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/work,200,1,Duʿā for work · One Minute Iman,31,146,1,4407,True,"index, follow",,83,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/decision,200,1,Duʿā for a decision to make · One Minute Iman,45,155,1,2788,True,"index, follow",,54,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/travel,200,1,Duʿā for travelling · One Minute Iman,37,143,1,3573,True,"index, follow",,74,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/forgiveness,200,1,Duʿā for seeking forgiveness · One Minute Iman,46,147,1,13180,True,"index, follow",,278,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/weak-iman,200,1,Duʿā for faith feeling weak · One Minute Iman,45,148,1,7224,True,"index, follow",,147,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/waswas,200,1,Duʿā for intrusive thoughts · One Minute Iman,45,155,1,3140,True,"index, follow",,73,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/steadfastness,200,1,Duʿā for staying firm · One Minute Iman,39,152,1,5750,True,"index, follow",,110,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/death-remembrance,200,1,Duʿā for thinking about death · One Minute Iman,47,147,1,24472,True,"index, follow",,513,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/refuge,200,1,Duʿā for seeking refuge · One Minute Iman,41,151,1,11981,True,"index, follow",,248,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/evil-eye,200,1,Duʿā for evil eye and envy of others · One Minute Iman,54,149,1,2453,True,"index, follow",,51,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/home,200,1,Duʿā for home and household · One Minute Iman,45,154,1,2290,True,"index, follow",,49,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/morning-evening,200,1,Duʿā for morning and evening · One Minute Iman,46,151,1,7100,True,"index, follow",,142,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/sleep,200,1,Duʿā for sleep and the night · One Minute Iman,46,151,1,8934,True,"index, follow",,184,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/eating,200,1,Duʿā for food and drink · One Minute Iman,41,143,1,5250,True,"index, follow",,111,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/prayer,200,1,Duʿā for in prayer · One Minute Iman,36,144,1,13542,True,"index, follow",,277,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/mosque,200,1,Duʿā for the masjid · One Minute Iman,37,155,1,3113,True,"index, follow",,65,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/rain-weather,200,1,"Duʿā for rain, wind and sky · One Minute Iman",45,145,1,2630,True,"index, follow",,60,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/dhikr,200,1,Duʿā for remembrance and praise · One Minute Iman,49,157,1,6788,True,"index, follow",,152,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/s/misc,200,1,Duʿā for further supplications · One Minute Iman,48,155,1,37254,True,"index, follow",,832,0,"WebSite,Organization,CollectionPage,ItemList,BreadcrumbList",False
https://www.oneminuteiman.xyz/quran/1,200,2,"Surah Al-Fatihah (The Opener) · Arabic, translation and tafsir · One Minute Iman",80,157,1,21124,True,"index, follow",,8,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/2,200,3,"Surah Al-Baqarah (The Cow) · Arabic, translation and tafsir · One Minute Iman",77,151,1,273947,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/3,200,3,"Surah Ali 'Imran (Family of Imran) · Arabic, translation and tafsir · One Minute Iman",85,151,1,105495,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/4,200,3,"Surah An-Nisa (The Women) · Arabic, translation and tafsir · One Minute Iman",76,157,1,124974,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/5,200,3,"Surah Al-Ma'idah (The Table Spread) · Arabic, translation and tafsir · One Minute Iman",86,151,1,98388,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/6,200,3,"Surah Al-An'am (The Cattle) · Arabic, translation and tafsir · One Minute Iman",78,157,1,100224,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/7,200,3,"Surah Al-A'raf (The Heights) · Arabic, translation and tafsir · One Minute Iman",79,157,1,96817,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/8,200,3,"Surah Al-Anfal (The Spoils of War) · Arabic, translation and tafsir · One Minute Iman",85,157,1,47430,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/9,200,3,"Surah At-Tawbah (The Repentance) · Arabic, translation and tafsir · One Minute Iman",83,150,1,75546,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/10,200,3,"Surah Yunus (Jonah) · Arabic, translation and tafsir · One Minute Iman",70,155,1,46461,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/11,200,3,"Surah Hud (Hud) · Arabic, translation and tafsir · One Minute Iman",66,153,1,46197,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/12,200,3,"Surah Yusuf (Joseph) · Arabic, translation and tafsir · One Minute Iman",71,155,1,38138,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/13,200,3,"Surah Ar-Ra'd (The Thunder) · Arabic, translation and tafsir · One Minute Iman",78,157,1,31777,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/14,200,3,"Surah Ibrahim (Abraham) · Arabic, translation and tafsir · One Minute Iman",74,156,1,31584,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/15,200,3,"Surah Al-Hijr (The Rocky Tract) · Arabic, translation and tafsir · One Minute Iman",82,156,1,18977,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/16,200,3,"Surah An-Nahl (The Bee) · Arabic, translation and tafsir · One Minute Iman",74,157,1,50818,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/17,200,3,"Surah Al-Isra (The Night Journey) · Arabic, translation and tafsir · One Minute Iman",84,157,1,70644,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/18,200,3,"Surah Al-Kahf (The Cave) · Arabic, translation and tafsir · One Minute Iman",75,157,1,48142,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/19,200,3,"Surah Maryam (Mary) · Arabic, translation and tafsir · One Minute Iman",70,155,1,35728,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/20,200,3,"Surah Taha (Ta-Ha) · Arabic, translation and tafsir · One Minute Iman",69,154,1,45731,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/21,200,3,"Surah Al-Anbya (The Prophets) · Arabic, translation and tafsir · One Minute Iman",80,158,1,38820,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/22,200,3,"Surah Al-Hajj (The Pilgrimage) · Arabic, translation and tafsir · One Minute Iman",81,157,1,41682,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/23,200,3,"Surah Al-Mu'minun (The Believers) · Arabic, translation and tafsir · One Minute Iman",84,152,1,33500,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/24,200,3,"Surah An-Nur (The Light) · Arabic, translation and tafsir · One Minute Iman",75,156,1,48279,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/25,200,3,"Surah Al-Furqan (The Criterion) · Arabic, translation and tafsir · One Minute Iman",82,158,1,29762,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/26,200,3,"Surah Ash-Shu'ara (The Poets) · Arabic, translation and tafsir · One Minute Iman",80,152,1,48525,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/27,200,3,"Surah An-Naml (The Ant) · Arabic, translation and tafsir · One Minute Iman",74,156,1,31927,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/28,200,3,"Surah Al-Qasas (The Stories) · Arabic, translation and tafsir · One Minute Iman",79,157,1,35019,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/29,200,3,"Surah Al-'Ankabut (The Spider) · Arabic, translation and tafsir · One Minute Iman",81,151,1,26263,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/30,200,3,"Surah Ar-Rum (The Romans) · Arabic, translation and tafsir · One Minute Iman",76,155,1,20376,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/31,200,3,"Surah Luqman (Luqman) · Arabic, translation and tafsir · One Minute Iman",72,155,1,13981,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/32,200,3,"Surah As-Sajdah (The Prostration) · Arabic, translation and tafsir · One Minute Iman",84,158,1,10236,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/33,200,3,"Surah Al-Ahzab (The Combined Forces) · Arabic, translation and tafsir · One Minute Iman",87,158,1,53734,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/34,200,3,"Surah Saba (Sheba) · Arabic, translation and tafsir · One Minute Iman",69,153,1,25538,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/35,200,3,"Surah Fatir (Originator) · Arabic, translation and tafsir · One Minute Iman",75,154,1,19728,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/36,200,3,"Surah Ya-Sin (Ya Sin) · Arabic, translation and tafsir · One Minute Iman",72,155,1,25242,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/37,200,3,"Surah As-Saffat (Those who set the Ranks) · Arabic, translation and tafsir · One Minute Iman",92,150,1,55686,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/38,200,3,"Surah Sad (The Letter ""Saad"") · Arabic, translation and tafsir · One Minute Iman",80,152,1,24482,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/39,200,3,"Surah Az-Zumar (The Troops) · Arabic, translation and tafsir · One Minute Iman",78,157,1,35993,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/40,200,3,"Surah Ghafir (The Forgiver) · Arabic, translation and tafsir · One Minute Iman",78,155,1,30186,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/41,200,3,"Surah Fussilat (Explained in Detail) · Arabic, translation and tafsir · One Minute Iman",87,157,1,20361,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/42,200,3,"Surah Ash-Shuraa (The Consultation) · Arabic, translation and tafsir · One Minute Iman",86,150,1,21522,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/43,200,3,"Surah Az-Zukhruf (The Ornaments of Gold) · Arabic, translation and tafsir · One Minute Iman",91,150,1,35279,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/44,200,3,"Surah Ad-Dukhan (The Smoke) · Arabic, translation and tafsir · One Minute Iman",78,158,1,26513,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/45,200,3,"Surah Al-Jathiyah (The Crouching) · Arabic, translation and tafsir · One Minute Iman",84,151,1,10476,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/46,200,3,"Surah Al-Ahqaf (The Wind-Curved Sandhills) · Arabic, translation and tafsir · One Minute Iman",93,157,1,16313,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/47,200,3,"Surah Muhammad (Muhammad) · Arabic, translation and tafsir · One Minute Iman",76,158,1,15796,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/48,200,3,"Surah Al-Fath (The Victory) · Arabic, translation and tafsir · One Minute Iman",78,157,1,23223,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/49,200,3,"Surah Al-Hujurat (The Rooms) · Arabic, translation and tafsir · One Minute Iman",79,151,1,12846,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/50,200,3,"Surah Qaf (The Letter ""Qaf"") · Arabic, translation and tafsir · One Minute Iman",79,152,1,14133,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/51,200,3,"Surah Adh-Dhariyat (The Winnowing Winds) · Arabic, translation and tafsir · One Minute Iman",91,152,1,14133,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/52,200,3,"Surah At-Tur (The Mount) · Arabic, translation and tafsir · One Minute Iman",75,155,1,19712,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/53,200,3,"Surah An-Najm (The Star) · Arabic, translation and tafsir · One Minute Iman",75,156,1,29848,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/54,200,3,"Surah Al-Qamar (The Moon) · Arabic, translation and tafsir · One Minute Iman",76,157,1,10952,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/55,200,3,"Surah Ar-Rahman (The Beneficent) · Arabic, translation and tafsir · One Minute Iman",83,150,1,30413,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/56,200,3,"Surah Al-Waqi'ah (The Inevitable) · Arabic, translation and tafsir · One Minute Iman",84,150,1,57931,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/57,200,3,"Surah Al-Hadid (The Iron) · Arabic, translation and tafsir · One Minute Iman",76,158,1,20588,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/58,200,3,"Surah Al-Mujadila (The Pleading Woman) · Arabic, translation and tafsir · One Minute Iman",89,152,1,13058,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/59,200,3,"Surah Al-Hashr (The Exile) · Arabic, translation and tafsir · One Minute Iman",77,158,1,16233,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/60,200,3,"Surah Al-Mumtahanah (She that is to be examined) · Arabic, translation and tafsir · One Minute Iman",99,154,1,14097,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/61,200,3,"Surah As-Saf (The Ranks) · Arabic, translation and tafsir · One Minute Iman",75,156,1,6886,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/62,200,3,"Surah Al-Jumu'ah (The Congregation, Friday) · Arabic, translation and tafsir · One Minute Iman",94,151,1,7909,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/63,200,3,"Surah Al-Munafiqun (The Hypocrites) · Arabic, translation and tafsir · One Minute Iman",86,153,1,5176,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/64,200,3,"Surah At-Taghabun (The Mutual Disillusion) · Arabic, translation and tafsir · One Minute Iman",93,152,1,6152,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/65,200,3,"Surah At-Talaq (The Divorce) · Arabic, translation and tafsir · One Minute Iman",79,158,1,9617,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/66,200,3,"Surah At-Tahrim (The Prohibition) · Arabic, translation and tafsir · One Minute Iman",84,150,1,8170,True,"index, follow",,9,0,"WebSite,Organization",False
https://www.oneminuteiman.xyz/quran/67,200,3,"Surah Al-Mulk (The Sovereignty) · Arabic, translation and tafsir · One Minute Iman",82,156,1,8574,True,"index, follow",,9,0,"WebSite,Organization",False
